run_id,chan_id,num_train_values,num_test_values,n_predicted_anoms,normalized_pred_error,anom_scores,false_positives,false_negatives,true_positives,fp_sequences,tp_sequences,num_true_anoms,scores,spacecraft,anomaly_sequences,class
2022-04-25_19.58.41,P-1,2612,8245,0,0.07462637989834187,[],0,3,0,[],[],3,[],SMAP,"[[2149, 2349], [4536, 4844], [3539, 3779]]","[contextual, contextual, contextual]"
2022-04-25_19.58.41,S-1,2558,7071,1,0.1713188043827411,"[{'start_idx': 5040, 'end_idx': 5109, 'score': 2.534719306608225}, {'start_idx': 5110, 'end_idx': 5179, 'score': 5.769552610885424}, {'start_idx': 5180, 'end_idx': 5249, 'score': 6.332211257334862}, {'start_idx': 5250, 'end_idx': 5319, 'score': 6.323824625447076}, {'start_idx': 5320, 'end_idx': 5387, 'score': 5.782261773147532}]",0,0,1,[],"[(5290, 5637)]",1,"[{'start_idx': 5040, 'end_idx': 5109, 'score': 2.534719306608225}, {'start_idx': 5110, 'end_idx': 5179, 'score': 5.769552610885424}, {'start_idx': 5180, 'end_idx': 5249, 'score': 6.332211257334862}, {'start_idx': 5250, 'end_idx': 5319, 'score': 6.323824625447076}, {'start_idx': 5320, 'end_idx': 5387, 'score': 5.782261773147532}]",SMAP,"[[5300, 5747]]",[point]
2022-04-25_19.58.41,E-1,2620,8256,3,0.07494980992041816,"[{'start_idx': 1500, 'end_idx': 1757, 'score': 2.8249260911075362}, {'start_idx': 4760, 'end_idx': 4829, 'score': 6.23627636285689}, {'start_idx': 4830, 'end_idx': 4899, 'score': 4.725702687888908}, {'start_idx': 5320, 'end_idx': 5389, 'score': 5.952033482398201}, {'start_idx': 5390, 'end_idx': 5459, 'score': 7.2717096455825}, {'start_idx': 5460, 'end_idx': 5529, 'score': 7.467538331230456}, {'start_idx': 5530, 'end_idx': 5599, 'score': 7.6619796190998795}, {'start_idx': 5600, 'end_idx': 5669, 'score': 7.428978084439288}]",1,0,2,"[[1750, 2007]]","[(5010, 5149), (5570, 5919)]",2,"[{'start_idx': 1500, 'end_idx': 1757, 'score': 2.8249260911075362}, {'start_idx': 4760, 'end_idx': 4829, 'score': 6.23627636285689}, {'start_idx': 4830, 'end_idx': 4899, 'score': 4.725702687888908}, {'start_idx': 5320, 'end_idx': 5389, 'score': 5.952033482398201}, {'start_idx': 5390, 'end_idx': 5459, 'score': 7.2717096455825}, {'start_idx': 5460, 'end_idx': 5529, 'score': 7.467538331230456}, {'start_idx': 5530, 'end_idx': 5599, 'score': 7.6619796190998795}, {'start_idx': 5600, 'end_idx': 5669, 'score': 7.428978084439288}]",SMAP,"[[5000, 5030], [5610, 6086]]","[contextual, contextual]"
2022-04-25_19.58.41,E-2,2620,8272,1,0.06922983046827441,"[{'start_idx': 5530, 'end_idx': 5599, 'score': 2.5682609020927094}, {'start_idx': 5600, 'end_idx': 5669, 'score': 2.6869933403981934}]",0,0,1,[],"[(5780, 5919)]",1,"[{'start_idx': 5530, 'end_idx': 5599, 'score': 2.5682609020927094}, {'start_idx': 5600, 'end_idx': 5669, 'score': 2.6869933403981934}]",SMAP,"[[5598, 6995]]",[point]
2022-04-25_19.58.41,E-3,2620,8047,1,0.01568037478884111,"[{'start_idx': 5320, 'end_idx': 5389, 'score': 4.832761238465212}, {'start_idx': 5390, 'end_idx': 5459, 'score': 5.131417292407545}, {'start_idx': 5460, 'end_idx': 5525, 'score': 3.8706750175180717}]",0,0,1,[],"[(5570, 5775)]",1,"[{'start_idx': 5320, 'end_idx': 5389, 'score': 4.832761238465212}, {'start_idx': 5390, 'end_idx': 5459, 'score': 5.131417292407545}, {'start_idx': 5460, 'end_idx': 5525, 'score': 3.8706750175180717}]",SMAP,"[[5094, 8306]]",[point]
2022-04-25_19.58.41,E-4,2620,8094,3,0.04390058978827872,"[{'start_idx': 5320, 'end_idx': 5389, 'score': 2.6019144968966006}, {'start_idx': 5390, 'end_idx': 5459, 'score': 2.545934723670713}, {'start_idx': 5460, 'end_idx': 5529, 'score': 1.0133005997007005}, {'start_idx': 5530, 'end_idx': 5599, 'score': 0.9893460226110927}, {'start_idx': 5600, 'end_idx': 5630, 'score': 0.9353033115281564}, {'start_idx': 5670, 'end_idx': 5739, 'score': 1.2584952018149802}, {'start_idx': 5740, 'end_idx': 5809, 'score': 1.238669682927941}, {'start_idx': 5810, 'end_idx': 5848, 'score': 1.026438088239412}, {'start_idx': 5880, 'end_idx': 5949, 'score': 3.524816211501602}, {'start_idx': 5950, 'end_idx': 6019, 'score': 3.5302222878225082}, {'start_idx': 6020, 'end_idx': 6089, 'score': 3.6825498857181973}, {'start_idx': 6090, 'end_idx': 6159, 'score': 3.290098910938707}]",0,0,1,[],"[(5570, 5880), (5920, 6098), (6130, 6409)]",1,"[{'start_idx': 5320, 'end_idx': 5389, 'score': 2.6019144968966006}, {'start_idx': 5390, 'end_idx': 5459, 'score': 2.545934723670713}, {'start_idx': 5460, 'end_idx': 5529, 'score': 1.0133005997007005}, {'start_idx': 5530, 'end_idx': 5599, 'score': 0.9893460226110927}, {'start_idx': 5600, 'end_idx': 5630, 'score': 0.9353033115281564}, {'start_idx': 5670, 'end_idx': 5739, 'score': 1.2584952018149802}, {'start_idx': 5740, 'end_idx': 5809, 'score': 1.238669682927941}, {'start_idx': 5810, 'end_idx': 5848, 'score': 1.026438088239412}, {'start_idx': 5880, 'end_idx': 5949, 'score': 3.524816211501602}, {'start_idx': 5950, 'end_idx': 6019, 'score': 3.5302222878225082}, {'start_idx': 6020, 'end_idx': 6089, 'score': 3.6825498857181973}, {'start_idx': 6090, 'end_idx': 6159, 'score': 3.290098910938707}]",SMAP,"[[5450, 8261]]",[point]
2022-04-25_19.58.41,E-5,2620,8034,0,0.08262313631536401,[],0,1,0,[],[],1,[],SMAP,"[[5600, 5920]]",[point]
2022-04-25_19.58.41,E-6,2620,8040,1,0.00655128405738016,"[{'start_idx': 5320, 'end_idx': 5389, 'score': 17.043853890034892}, {'start_idx': 5390, 'end_idx': 5459, 'score': 13.656515038087134}, {'start_idx': 5460, 'end_idx': 5529, 'score': 9.519251836504813}, {'start_idx': 5530, 'end_idx': 5540, 'score': 8.473032101056692}]",0,0,1,[],"[(5570, 5790)]",1,"[{'start_idx': 5320, 'end_idx': 5389, 'score': 17.043853890034892}, {'start_idx': 5390, 'end_idx': 5459, 'score': 13.656515038087134}, {'start_idx': 5460, 'end_idx': 5529, 'score': 9.519251836504813}, {'start_idx': 5530, 'end_idx': 5540, 'score': 8.473032101056692}]",SMAP,"[[5610, 5675]]",[point]
2022-04-25_19.58.41,E-7,2509,8050,1,0.020610770233060828,"[{'start_idx': 5180, 'end_idx': 5249, 'score': 10.437446726064314}, {'start_idx': 5250, 'end_idx': 5319, 'score': 9.066668293268632}, {'start_idx': 5320, 'end_idx': 5389, 'score': 9.66833894500638}, {'start_idx': 5390, 'end_idx': 5459, 'score': 9.181174974348234}, {'start_idx': 5460, 'end_idx': 5516, 'score': 7.179853683651742}]",0,0,1,[],"[(5430, 5766)]",1,"[{'start_idx': 5180, 'end_idx': 5249, 'score': 10.437446726064314}, {'start_idx': 5250, 'end_idx': 5319, 'score': 9.066668293268632}, {'start_idx': 5320, 'end_idx': 5389, 'score': 9.66833894500638}, {'start_idx': 5390, 'end_idx': 5459, 'score': 9.181174974348234}, {'start_idx': 5460, 'end_idx': 5516, 'score': 7.179853683651742}]",SMAP,"[[5394, 5674]]",[point]
2022-04-25_19.58.41,E-8,2620,8272,1,0.05624241010850148,"[{'start_idx': 5460, 'end_idx': 5529, 'score': 1.9288165579470578}, {'start_idx': 5530, 'end_idx': 5599, 'score': 2.1488895067411415}, {'start_idx': 5600, 'end_idx': 5669, 'score': 2.2157494228592416}, {'start_idx': 5670, 'end_idx': 5739, 'score': 2.5160929558704512}, {'start_idx': 5740, 'end_idx': 5809, 'score': 2.6102134252961116}, {'start_idx': 5810, 'end_idx': 5879, 'score': 2.7342438841215437}]",0,0,1,[],"[(5710, 6129)]",1,"[{'start_idx': 5460, 'end_idx': 5529, 'score': 1.9288165579470578}, {'start_idx': 5530, 'end_idx': 5599, 'score': 2.1488895067411415}, {'start_idx': 5600, 'end_idx': 5669, 'score': 2.2157494228592416}, {'start_idx': 5670, 'end_idx': 5739, 'score': 2.5160929558704512}, {'start_idx': 5740, 'end_idx': 5809, 'score': 2.6102134252961116}, {'start_idx': 5810, 'end_idx': 5879, 'score': 2.7342438841215437}]",SMAP,"[[5400, 6022]]",[point]
2022-04-25_19.58.41,E-9,2620,8042,1,0.04879359673171836,"[{'start_idx': 5460, 'end_idx': 5529, 'score': 1.0044676580188228}, {'start_idx': 5530, 'end_idx': 5599, 'score': 0.9990341277304523}, {'start_idx': 5600, 'end_idx': 5669, 'score': 1.0562386122453804}]",0,0,1,[],"[(5710, 5919)]",1,"[{'start_idx': 5460, 'end_idx': 5529, 'score': 1.0044676580188228}, {'start_idx': 5530, 'end_idx': 5599, 'score': 0.9990341277304523}, {'start_idx': 5600, 'end_idx': 5669, 'score': 1.0562386122453804}]",SMAP,"[[5550, 5900]]",[point]
2022-04-25_19.58.41,E-10,2620,8245,4,0.06655855002381808,"[{'start_idx': 1500, 'end_idx': 1757, 'score': 5.379143262480059}, {'start_idx': 2450, 'end_idx': 2519, 'score': 5.050343608340475}, {'start_idx': 4760, 'end_idx': 4829, 'score': 8.847499294045765}, {'start_idx': 4830, 'end_idx': 4899, 'score': 6.744492853094406}, {'start_idx': 5320, 'end_idx': 5389, 'score': 10.251425859924877}, {'start_idx': 5390, 'end_idx': 5459, 'score': 12.65724103181372}, {'start_idx': 5460, 'end_idx': 5529, 'score': 11.49873127432265}, {'start_idx': 5530, 'end_idx': 5599, 'score': 10.57831972381102}, {'start_idx': 5600, 'end_idx': 5669, 'score': 9.973635357839143}, {'start_idx': 5670, 'end_idx': 5713, 'score': 8.196556714210246}]",2,0,2,"[[1750, 2007], [2700, 2769]]","[(5010, 5149), (5570, 5963)]",2,"[{'start_idx': 1500, 'end_idx': 1757, 'score': 5.379143262480059}, {'start_idx': 2450, 'end_idx': 2519, 'score': 5.050343608340475}, {'start_idx': 4760, 'end_idx': 4829, 'score': 8.847499294045765}, {'start_idx': 4830, 'end_idx': 4899, 'score': 6.744492853094406}, {'start_idx': 5320, 'end_idx': 5389, 'score': 10.251425859924877}, {'start_idx': 5390, 'end_idx': 5459, 'score': 12.65724103181372}, {'start_idx': 5460, 'end_idx': 5529, 'score': 11.49873127432265}, {'start_idx': 5530, 'end_idx': 5599, 'score': 10.57831972381102}, {'start_idx': 5600, 'end_idx': 5669, 'score': 9.973635357839143}, {'start_idx': 5670, 'end_idx': 5713, 'score': 8.196556714210246}]",SMAP,"[[5000, 5050], [5601, 5871]]","[contextual, contextual]"
2022-04-25_19.58.41,E-11,2620,8254,2,0.09414986940879441,"[{'start_idx': 4760, 'end_idx': 4829, 'score': 4.55954684288064}, {'start_idx': 4830, 'end_idx': 4899, 'score': 3.577184950396129}, {'start_idx': 5320, 'end_idx': 5389, 'score': 4.85242732644984}, {'start_idx': 5390, 'end_idx': 5459, 'score': 9.495015383532936}, {'start_idx': 5460, 'end_idx': 5529, 'score': 9.691491632049633}, {'start_idx': 5530, 'end_idx': 5599, 'score': 9.29599539659851}, {'start_idx': 5600, 'end_idx': 5669, 'score': 8.732372789936917}, {'start_idx': 5670, 'end_idx': 5712, 'score': 7.255264143297508}]",0,0,2,[],"[(5010, 5149), (5570, 5962)]",2,"[{'start_idx': 4760, 'end_idx': 4829, 'score': 4.55954684288064}, {'start_idx': 4830, 'end_idx': 4899, 'score': 3.577184950396129}, {'start_idx': 5320, 'end_idx': 5389, 'score': 4.85242732644984}, {'start_idx': 5390, 'end_idx': 5459, 'score': 9.495015383532936}, {'start_idx': 5460, 'end_idx': 5529, 'score': 9.691491632049633}, {'start_idx': 5530, 'end_idx': 5599, 'score': 9.29599539659851}, {'start_idx': 5600, 'end_idx': 5669, 'score': 8.732372789936917}, {'start_idx': 5670, 'end_idx': 5712, 'score': 7.255264143297508}]",SMAP,"[[5000, 5050], [5614, 5857]]","[contextual, contextual]"
