run_id,chan_id,num_train_values,num_test_values,n_predicted_anoms,normalized_pred_error,anom_scores,false_positives,false_negatives,true_positives,fp_sequences,tp_sequences,num_true_anoms,scores,spacecraft,anomaly_sequences,class
2022-04-25_10.40.14,P-1,2612,8245,1,0.0890888502396181,"[{'start_idx': 4270, 'end_idx': 4339, 'score': 0.8858864846568515}]",0,2,1,[],"[(4520, 4589)]",3,"[{'start_idx': 4270, 'end_idx': 4339, 'score': 0.8858864846568515}]",SMAP,"[[2149, 2349], [4536, 4844], [3539, 3779]]","[contextual, contextual, contextual]"
2022-04-25_10.40.14,S-1,2558,7071,1,0.18569692677644614,"[{'start_idx': 5040, 'end_idx': 5109, 'score': 2.8342366041802687}, {'start_idx': 5110, 'end_idx': 5179, 'score': 6.934008347874872}, {'start_idx': 5180, 'end_idx': 5249, 'score': 7.784578020596195}, {'start_idx': 5250, 'end_idx': 5319, 'score': 7.339112861328098}, {'start_idx': 5320, 'end_idx': 5386, 'score': 6.50056799510251}]",0,0,1,[],"[(5290, 5636)]",1,"[{'start_idx': 5040, 'end_idx': 5109, 'score': 2.8342366041802687}, {'start_idx': 5110, 'end_idx': 5179, 'score': 6.934008347874872}, {'start_idx': 5180, 'end_idx': 5249, 'score': 7.784578020596195}, {'start_idx': 5250, 'end_idx': 5319, 'score': 7.339112861328098}, {'start_idx': 5320, 'end_idx': 5386, 'score': 6.50056799510251}]",SMAP,"[[5300, 5747]]",[point]
2022-04-25_10.40.14,E-1,2620,8256,3,0.07276916514645337,"[{'start_idx': 1525, 'end_idx': 1744, 'score': 3.702601338688679}, {'start_idx': 4760, 'end_idx': 4829, 'score': 8.073427067809433}, {'start_idx': 4830, 'end_idx': 4899, 'score': 6.111536381774978}, {'start_idx': 5320, 'end_idx': 5389, 'score': 8.426942124939908}, {'start_idx': 5390, 'end_idx': 5459, 'score': 10.277752695368664}, {'start_idx': 5460, 'end_idx': 5529, 'score': 9.96498771620679}, {'start_idx': 5530, 'end_idx': 5599, 'score': 9.501956767006215}, {'start_idx': 5600, 'end_idx': 5669, 'score': 9.117787303967326}, {'start_idx': 5670, 'end_idx': 5716, 'score': 7.445137120315769}]",1,0,2,"[[1775, 1994]]","[(5010, 5149), (5570, 5966)]",2,"[{'start_idx': 1525, 'end_idx': 1744, 'score': 3.702601338688679}, {'start_idx': 4760, 'end_idx': 4829, 'score': 8.073427067809433}, {'start_idx': 4830, 'end_idx': 4899, 'score': 6.111536381774978}, {'start_idx': 5320, 'end_idx': 5389, 'score': 8.426942124939908}, {'start_idx': 5390, 'end_idx': 5459, 'score': 10.277752695368664}, {'start_idx': 5460, 'end_idx': 5529, 'score': 9.96498771620679}, {'start_idx': 5530, 'end_idx': 5599, 'score': 9.501956767006215}, {'start_idx': 5600, 'end_idx': 5669, 'score': 9.117787303967326}, {'start_idx': 5670, 'end_idx': 5716, 'score': 7.445137120315769}]",SMAP,"[[5000, 5030], [5610, 6086]]","[contextual, contextual]"
2022-04-25_10.40.14,E-2,2620,8272,1,0.06864045862535549,"[{'start_idx': 5390, 'end_idx': 5459, 'score': 4.429508670339465}, {'start_idx': 5460, 'end_idx': 5529, 'score': 5.61537288515829}, {'start_idx': 5530, 'end_idx': 5599, 'score': 5.876096676547096}, {'start_idx': 5600, 'end_idx': 5669, 'score': 5.67299624686184}]",0,0,1,[],"[(5640, 5919)]",1,"[{'start_idx': 5390, 'end_idx': 5459, 'score': 4.429508670339465}, {'start_idx': 5460, 'end_idx': 5529, 'score': 5.61537288515829}, {'start_idx': 5530, 'end_idx': 5599, 'score': 5.876096676547096}, {'start_idx': 5600, 'end_idx': 5669, 'score': 5.67299624686184}]",SMAP,"[[5598, 6995]]",[point]
2022-04-25_10.40.14,E-3,2620,8047,1,0.013630633803593955,"[{'start_idx': 5320, 'end_idx': 5389, 'score': 6.4756491103565095}, {'start_idx': 5390, 'end_idx': 5459, 'score': 6.5146050828260575}, {'start_idx': 5460, 'end_idx': 5529, 'score': 5.216489440387111}]",0,0,1,[],"[(5570, 5779)]",1,"[{'start_idx': 5320, 'end_idx': 5389, 'score': 6.4756491103565095}, {'start_idx': 5390, 'end_idx': 5459, 'score': 6.5146050828260575}, {'start_idx': 5460, 'end_idx': 5529, 'score': 5.216489440387111}]",SMAP,"[[5094, 8306]]",[point]
2022-04-25_10.40.14,E-4,2620,8094,2,0.05100979892468283,"[{'start_idx': 5320, 'end_idx': 5389, 'score': 2.3851232904390116}, {'start_idx': 5390, 'end_idx': 5459, 'score': 2.4080632792789287}, {'start_idx': 5460, 'end_idx': 5529, 'score': 1.0297783612084492}, {'start_idx': 5530, 'end_idx': 5599, 'score': 1.0197515119205212}, {'start_idx': 5600, 'end_idx': 5669, 'score': 0.9760710979471183}, {'start_idx': 5670, 'end_idx': 5739, 'score': 1.1372794262985926}, {'start_idx': 5740, 'end_idx': 5809, 'score': 1.1316017234850486}, {'start_idx': 5810, 'end_idx': 5846, 'score': 0.9055656055091762}, {'start_idx': 5880, 'end_idx': 5949, 'score': 1.2479242718207315}, {'start_idx': 5950, 'end_idx': 6019, 'score': 1.2413555918013175}, {'start_idx': 6020, 'end_idx': 6089, 'score': 1.2448941493623926}]",0,0,1,[],"[(5570, 6096), (6130, 6339)]",1,"[{'start_idx': 5320, 'end_idx': 5389, 'score': 2.3851232904390116}, {'start_idx': 5390, 'end_idx': 5459, 'score': 2.4080632792789287}, {'start_idx': 5460, 'end_idx': 5529, 'score': 1.0297783612084492}, {'start_idx': 5530, 'end_idx': 5599, 'score': 1.0197515119205212}, {'start_idx': 5600, 'end_idx': 5669, 'score': 0.9760710979471183}, {'start_idx': 5670, 'end_idx': 5739, 'score': 1.1372794262985926}, {'start_idx': 5740, 'end_idx': 5809, 'score': 1.1316017234850486}, {'start_idx': 5810, 'end_idx': 5846, 'score': 0.9055656055091762}, {'start_idx': 5880, 'end_idx': 5949, 'score': 1.2479242718207315}, {'start_idx': 5950, 'end_idx': 6019, 'score': 1.2413555918013175}, {'start_idx': 6020, 'end_idx': 6089, 'score': 1.2448941493623926}]",SMAP,"[[5450, 8261]]",[point]
2022-04-25_10.40.14,E-5,2620,8034,2,0.08460838317579895,"[{'start_idx': 1463, 'end_idx': 1734, 'score': 3.6681540235447856}, {'start_idx': 5320, 'end_idx': 5389, 'score': 4.232799813696212}, {'start_idx': 5390, 'end_idx': 5459, 'score': 4.07417108152993}]",1,0,1,"[[1713, 1984]]","[(5570, 5709)]",1,"[{'start_idx': 1463, 'end_idx': 1734, 'score': 3.6681540235447856}, {'start_idx': 5320, 'end_idx': 5389, 'score': 4.232799813696212}, {'start_idx': 5390, 'end_idx': 5459, 'score': 4.07417108152993}]",SMAP,"[[5600, 5920]]",[point]
2022-04-25_10.40.14,E-6,2620,8040,1,0.004293908184753527,"[{'start_idx': 5320, 'end_idx': 5389, 'score': 18.97643753411652}, {'start_idx': 5390, 'end_idx': 5459, 'score': 14.667840973993087}, {'start_idx': 5460, 'end_idx': 5529, 'score': 10.276130325841143}, {'start_idx': 5530, 'end_idx': 5541, 'score': 9.13971553413917}]",0,0,1,[],"[(5570, 5791)]",1,"[{'start_idx': 5320, 'end_idx': 5389, 'score': 18.97643753411652}, {'start_idx': 5390, 'end_idx': 5459, 'score': 14.667840973993087}, {'start_idx': 5460, 'end_idx': 5529, 'score': 10.276130325841143}, {'start_idx': 5530, 'end_idx': 5541, 'score': 9.13971553413917}]",SMAP,"[[5610, 5675]]",[point]
2022-04-25_10.40.14,E-7,2509,8050,1,0.0164682377713781,"[{'start_idx': 5180, 'end_idx': 5249, 'score': 11.723217041155632}, {'start_idx': 5250, 'end_idx': 5319, 'score': 9.973678456269687}, {'start_idx': 5320, 'end_idx': 5389, 'score': 10.484450298593858}, {'start_idx': 5390, 'end_idx': 5459, 'score': 9.832276145274648}, {'start_idx': 5460, 'end_idx': 5517, 'score': 7.70141515709434}]",0,0,1,[],"[(5430, 5767)]",1,"[{'start_idx': 5180, 'end_idx': 5249, 'score': 11.723217041155632}, {'start_idx': 5250, 'end_idx': 5319, 'score': 9.973678456269687}, {'start_idx': 5320, 'end_idx': 5389, 'score': 10.484450298593858}, {'start_idx': 5390, 'end_idx': 5459, 'score': 9.832276145274648}, {'start_idx': 5460, 'end_idx': 5517, 'score': 7.70141515709434}]",SMAP,"[[5394, 5674]]",[point]
2022-04-25_10.40.14,E-8,2620,8272,0,0.05546907880959241,[],0,1,0,[],[],1,[],SMAP,"[[5400, 6022]]",[point]
